"datesold","price","bedrooms"
"2007-02-07 00:00:00",525000,"4"
"2007-02-27 00:00:00",290000,"3"
"2007-03-07 00:00:00",328000,"3"
"2007-03-09 00:00:00",380000,"4"
"2007-03-21 00:00:00",310000,"3"
"2007-04-04 00:00:00",465000,"4"
"2007-04-24 00:00:00",399000,"3"
"2007-04-30 00:00:00",1530000,"4"
"2007-05-24 00:00:00",359000,"3"
"2007-05-25 00:00:00",320000,"3"
"2007-06-26 00:00:00",385000,"3"
"2007-06-27 00:00:00",305000,"3"
"2007-06-27 00:00:00",850000,"4"
"2007-06-27 00:00:00",300000,"2"
"2007-06-28 00:00:00",765000,"4"
"2007-06-30 00:00:00",517000,"4"
"2007-07-02 00:00:00",800000,"5"
"2007-07-03 00:00:00",336000,"3"
"2007-07-05 00:00:00",300000,"2"
"2007-07-06 00:00:00",535000,"5"
"2007-07-07 00:00:00",900000,"4"
"2007-07-08 00:00:00",327000,"1"
"2007-07-12 00:00:00",427500,"3"
"2007-07-13 00:00:00",780000,"3"
"2007-07-18 00:00:00",530000,"3"
"2007-07-18 00:00:00",590000,"3"
"2007-07-19 00:00:00",480000,"3"
"2007-07-20 00:00:00",525000,"3"
"2007-07-20 00:00:00",549000,"4"
"2007-07-20 00:00:00",360000,"2"
"2007-07-21 00:00:00",1780000,"4"
"2007-07-30 00:00:00",446000,"3"
"2007-07-30 00:00:00",558000,"4"
"2007-07-31 00:00:00",506000,"3"
"2007-07-31 00:00:00",520000,"4"
"2007-08-03 00:00:00",383000,"3"
"2007-08-03 00:00:00",520000,"3"
"2007-08-07 00:00:00",815000,"5"
"2007-08-07 00:00:00",385000,"3"
"2007-08-09 00:00:00",405000,"3"
"2007-08-10 00:00:00",545500,"3"
"2007-08-10 00:00:00",760000,"3"
"2007-08-11 00:00:00",520000,"3"
"2007-08-11 00:00:00",636000,"3"
"2007-08-14 00:00:00",625000,"4"
"2007-08-16 00:00:00",790000,"4"
"2007-08-21 00:00:00",320000,"3"
"2007-08-21 00:00:00",418000,"5"
"2007-08-21 00:00:00",455000,"4"
"2007-08-23 00:00:00",560000,"4"
"2007-08-24 00:00:00",585000,"4"
"2007-08-28 00:00:00",325000,"2"
"2007-08-28 00:00:00",420000,"4"
"2007-08-29 00:00:00",599000,"3"
"2007-08-30 00:00:00",315000,"2"
"2007-08-30 00:00:00",367000,"3"
"2007-08-31 00:00:00",348000,"3"
"2007-08-31 00:00:00",532500,"4"
"2007-09-03 00:00:00",465000,"3"
"2007-09-04 00:00:00",820000,"4"
"2007-09-05 00:00:00",529000,"2"
"2007-09-06 00:00:00",590000,"3"
"2007-09-07 00:00:00",400000,"2"
"2007-09-11 00:00:00",559000,"4"
"2007-09-15 00:00:00",446000,"4"
"2007-09-18 00:00:00",470000,"3"
"2007-09-20 00:00:00",396500,"4"
"2007-09-20 00:00:00",479000,"3"
"2007-09-20 00:00:00",490000,"3"
"2007-09-21 00:00:00",1460000,"5"
"2007-09-22 00:00:00",500000,"4"
"2007-09-22 00:00:00",506000,"4"
"2007-09-22 00:00:00",520000,"4"
"2007-09-24 00:00:00",920000,"4"
"2007-09-24 00:00:00",220000,"2"
"2007-09-27 00:00:00",507000,"4"
"2007-09-27 00:00:00",340000,"2"
"2007-09-28 00:00:00",520000,"2"
"2007-10-02 00:00:00",475000,"3"
"2007-10-02 00:00:00",400000,"2"
"2007-10-09 00:00:00",397000,"3"
"2007-10-10 00:00:00",556000,"3"
"2007-10-12 00:00:00",447000,"4"
"2007-10-12 00:00:00",720000,"4"
"2007-10-12 00:00:00",410000,"2"
"2007-10-15 00:00:00",273000,"1"
"2007-10-16 00:00:00",368000,"3"
"2007-10-16 00:00:00",385000,"3"
"2007-10-17 00:00:00",560000,"5"
"2007-10-19 00:00:00",455000,"4"
"2007-10-19 00:00:00",480000,"4"
"2007-10-24 00:00:00",300500,"3"
"2007-10-24 00:00:00",505000,"3"
"2007-10-25 00:00:00",135500,"1"
"2007-10-25 00:00:00",590000,"4"
"2007-10-25 00:00:00",645000,"5"
"2007-10-25 00:00:00",770000,"4"
"2007-10-26 00:00:00",1100000,"5"
"2007-11-02 00:00:00",365000,"3"
"2007-11-02 00:00:00",612500,"4"
"2007-11-05 00:00:00",472500,"4"
"2007-11-05 00:00:00",600000,"5"
"2007-11-07 00:00:00",372500,"3"
"2007-11-08 00:00:00",395000,"3"
"2007-11-08 00:00:00",497000,"2"
"2007-11-08 00:00:00",595000,"4"
"2007-11-12 00:00:00",465000,"2"
"2007-11-12 00:00:00",505000,"4"
"2007-11-16 00:00:00",379000,"3"
"2007-11-16 00:00:00",505000,"3"
"2007-11-17 00:00:00",380000,"3"
"2007-11-17 00:00:00",655000,"4"
"2007-11-17 00:00:00",760000,"3"
"2007-11-17 00:00:00",760500,"3"
"2007-11-20 00:00:00",442500,"4"
"2007-11-22 00:00:00",560000,"4"
"2007-11-23 00:00:00",560000,"4"
"2007-11-24 00:00:00",335000,"3"
"2007-11-24 00:00:00",575000,"3"
"2007-11-27 00:00:00",439000,"3"
"2007-11-29 00:00:00",308000,"1"
"2007-11-29 00:00:00",353000,"3"
"2007-11-30 00:00:00",425000,"3"
"2007-11-30 00:00:00",825000,"3"
"2007-12-01 00:00:00",930000,"5"
"2007-12-03 00:00:00",365000,"3"
"2007-12-03 00:00:00",387000,"3"
"2007-12-04 00:00:00",620000,"4"
"2007-12-05 00:00:00",825000,"3"
"2007-12-06 00:00:00",335000,"3"
"2007-12-07 00:00:00",350000,"3"
"2007-12-08 00:00:00",421000,"3"
"2007-12-08 00:00:00",545000,"4"
"2007-12-12 00:00:00",635000,"4"
"2007-12-13 00:00:00",357500,"3"
"2007-12-13 00:00:00",400000,"4"
"2007-12-13 00:00:00",1105000,"4"
"2007-12-14 00:00:00",259000,"2"
"2007-12-14 00:00:00",437500,"3"
"2007-12-15 00:00:00",530000,"4"
"2007-12-18 00:00:00",279950,"2"
"2007-12-18 00:00:00",351000,"1"
"2007-12-19 00:00:00",630000,"3"
"2007-12-20 00:00:00",615000,"4"
"2007-12-21 00:00:00",332000,"3"
"2007-12-21 00:00:00",490000,"3"
"2007-12-21 00:00:00",432000,"3"
"2008-01-02 00:00:00",309000,"2"
"2008-01-14 00:00:00",413000,"3"
"2008-01-15 00:00:00",445000,"4"
"2008-01-15 00:00:00",600000,"4"
"2008-01-17 00:00:00",417500,"2"
"2008-01-17 00:00:00",462500,"4"
"2008-01-17 00:00:00",485000,"4"
"2008-01-18 00:00:00",580000,"4"
"2008-01-21 00:00:00",315000,"1"
"2008-01-23 00:00:00",380000,"1"
"2008-01-24 00:00:00",560000,"4"
"2008-01-24 00:00:00",575000,"4"
"2008-01-24 00:00:00",1035000,"4"
"2008-01-30 00:00:00",485000,"3"
"2008-02-01 00:00:00",599000,"4"
"2008-02-04 00:00:00",349000,"3"
"2008-02-07 00:00:00",360000,"3"
"2008-02-07 00:00:00",375000,"3"
"2008-02-07 00:00:00",405000,"3"
"2008-02-08 00:00:00",395000,"3"
"2008-02-09 00:00:00",417000,"3"
"2008-02-09 00:00:00",560000,"3"
"2008-02-09 00:00:00",650000,"4"
"2008-02-11 00:00:00",416000,"4"
"2008-02-12 00:00:00",749000,"4"
"2008-02-15 00:00:00",575000,"4"
"2008-02-15 00:00:00",625000,"3"
"2008-02-16 00:00:00",610000,"5"
"2008-02-19 00:00:00",445000,"4"
"2008-02-21 00:00:00",655000,"5"
"2008-02-23 00:00:00",500000,"4"
"2008-02-23 00:00:00",515000,"2"
"2008-02-23 00:00:00",811000,"5"
"2008-02-27 00:00:00",590000,"4"
"2008-02-27 00:00:00",645000,"5"
"2008-02-27 00:00:00",730000,"4"
"2008-02-29 00:00:00",342000,"3"
"2008-02-29 00:00:00",471000,"4"
"2008-02-29 00:00:00",488000,"3"
"2008-03-04 00:00:00",400000,"2"
"2008-03-13 00:00:00",646000,"4"
"2008-03-14 00:00:00",655000,"4"
"2008-03-15 00:00:00",580000,"3"
"2008-03-19 00:00:00",405000,"3"
"2008-03-20 00:00:00",695000,"4"
"2008-04-05 00:00:00",438000,"2"
"2008-04-09 00:00:00",420000,"4"
"2008-04-09 00:00:00",503000,"3"
"2008-04-10 00:00:00",380000,"3"
"2008-04-11 00:00:00",334000,"3"
"2008-04-11 00:00:00",395000,"3"
"2008-04-11 00:00:00",467500,"4"
"2008-04-14 00:00:00",522500,"3"
"2008-04-14 00:00:00",635000,"5"
"2008-04-14 00:00:00",690000,"4"
"2008-04-14 00:00:00",780000,"4"
"2008-04-15 00:00:00",679000,"5"
"2008-04-18 00:00:00",467000,"3"
"2008-04-21 00:00:00",649000,"5"
"2008-04-22 00:00:00",675000,"4"
"2008-04-23 00:00:00",415000,"3"
"2008-04-23 00:00:00",445000,"4"
"2008-04-24 00:00:00",292500,"1"
"2008-04-24 00:00:00",450000,"3"
"2008-04-29 00:00:00",680000,"4"
"2008-04-29 00:00:00",950000,"4"
"2008-04-30 00:00:00",485000,"3"
"2008-05-01 00:00:00",640000,"4"
"2008-05-02 00:00:00",332000,"2"
"2008-05-02 00:00:00",622500,"4"
"2008-05-02 00:00:00",775000,"4"
"2008-05-05 00:00:00",575000,"2"
"2008-05-05 00:00:00",690000,"3"
"2008-05-09 00:00:00",465000,"3"
"2008-05-12 00:00:00",635000,"5"
"2008-05-13 00:00:00",307000,"2"
"2008-05-14 00:00:00",450000,"3"
"2008-05-16 00:00:00",442000,"3"
"2008-05-16 00:00:00",490000,"3"
"2008-05-17 00:00:00",865000,"5"
"2008-05-19 00:00:00",430000,"4"
"2008-05-23 00:00:00",444000,"3"
"2008-05-27 00:00:00",535000,"3"
"2008-05-28 00:00:00",542000,"4"
"2008-05-30 00:00:00",357000,"3"
"2008-05-30 00:00:00",329000,"2"
"2008-06-02 00:00:00",429000,"3"
"2008-06-02 00:00:00",1180000,"4"
"2008-06-03 00:00:00",375000,"4"
"2008-06-06 00:00:00",526000,"3"
"2008-06-06 00:00:00",760000,"3"
"2008-06-10 00:00:00",447250,"3"
"2008-06-10 00:00:00",492500,"3"
"2008-06-10 00:00:00",727500,"4"
"2008-06-11 00:00:00",360100,"4"
"2008-06-11 00:00:00",750000,"3"
"2008-06-13 00:00:00",365000,"3"
"2008-06-13 00:00:00",670000,"4"
"2008-06-14 00:00:00",419000,"4"
"2008-06-14 00:00:00",515000,"3"
"2008-06-17 00:00:00",340000,"3"
"2008-06-17 00:00:00",600000,"4"
"2008-06-18 00:00:00",362000,"4"
"2008-06-19 00:00:00",765000,"5"
"2008-06-19 00:00:00",770000,"4"
"2008-06-20 00:00:00",469000,"4"
"2008-06-23 00:00:00",367000,"3"
"2008-06-23 00:00:00",289000,"1"
"2008-06-24 00:00:00",465000,"4"
"2008-06-25 00:00:00",375000,"3"
"2008-06-25 00:00:00",505000,"4"
"2008-06-25 00:00:00",605000,"3"
"2008-06-25 00:00:00",347300,"2"
"2008-06-26 00:00:00",325000,"3"
"2008-06-27 00:00:00",421000,"3"
"2008-06-27 00:00:00",550000,"4"
"2008-06-27 00:00:00",590000,"4"
"2008-06-29 00:00:00",522500,"4"
"2008-06-30 00:00:00",480000,"2"
"2008-06-30 00:00:00",1165000,"5"
"2008-07-01 00:00:00",670000,"4"
"2008-07-02 00:00:00",350000,"2"
"2008-07-04 00:00:00",375000,"3"
"2008-07-07 00:00:00",392500,"4"
"2008-07-07 00:00:00",445000,"4"
"2008-07-08 00:00:00",383000,"3"
"2008-07-10 00:00:00",418000,"3"
"2008-07-10 00:00:00",860000,"2"
"2008-07-11 00:00:00",418000,"3"
"2008-07-11 00:00:00",442000,"4"
"2008-07-14 00:00:00",360000,"3"
"2008-07-14 00:00:00",495000,"4"
"2008-07-16 00:00:00",468000,"3"
"2008-07-16 00:00:00",605000,"3"
"2008-07-16 00:00:00",1090000,"4"
"2008-07-17 00:00:00",558000,"4"
"2008-07-18 00:00:00",700000,"3"
"2008-07-18 00:00:00",1300000,"4"
"2008-07-19 00:00:00",320000,"3"
"2008-07-21 00:00:00",385000,"2"
"2008-07-22 00:00:00",415000,"3"
"2008-07-23 00:00:00",415000,"3"
"2008-07-23 00:00:00",480000,"4"
"2008-07-23 00:00:00",553000,"4"
"2008-07-23 00:00:00",885000,"4"
"2008-07-25 00:00:00",370000,"4"
"2008-07-26 00:00:00",564000,"3"
"2008-07-28 00:00:00",365000,"3"
"2008-07-29 00:00:00",927000,"4"
"2008-07-30 00:00:00",360000,"3"
"2008-07-30 00:00:00",390000,"4"
"2008-07-31 00:00:00",440000,"4"
"2008-08-01 00:00:00",430000,"3"
"2008-08-01 00:00:00",595000,"3"
"2008-08-04 00:00:00",365000,"3"
"2008-08-04 00:00:00",585000,"3"
"2008-08-04 00:00:00",602500,"4"
"2008-08-05 00:00:00",359000,"3"
"2008-08-05 00:00:00",475000,"3"
"2008-08-06 00:00:00",315000,"3"
"2008-08-06 00:00:00",320000,"4"
"2008-08-06 00:00:00",325000,"4"
"2008-08-06 00:00:00",341000,"3"
"2008-08-06 00:00:00",540000,"4"
"2008-08-07 00:00:00",395000,"4"
"2008-08-09 00:00:00",370000,"3"
"2008-08-09 00:00:00",620000,"4"
"2008-08-09 00:00:00",631000,"4"
"2008-08-11 00:00:00",405000,"4"
"2008-08-12 00:00:00",548000,"3"
"2008-08-13 00:00:00",405000,"4"
"2008-08-13 00:00:00",420000,"3"
"2008-08-13 00:00:00",531500,"4"
"2008-08-14 00:00:00",350000,"2"
"2008-08-15 00:00:00",365000,"3"
"2008-08-15 00:00:00",375000,"3"
"2008-08-15 00:00:00",402000,"3"
"2008-08-15 00:00:00",420000,"3"
"2008-08-15 00:00:00",550000,"2"
"2008-08-15 00:00:00",585000,"4"
"2008-08-18 00:00:00",279500,"2"
"2008-08-19 00:00:00",330000,"3"
"2008-08-19 00:00:00",360000,"3"
"2008-08-19 00:00:00",370000,"3"
"2008-08-20 00:00:00",405000,"3"
"2008-08-21 00:00:00",395000,"3"
"2008-08-21 00:00:00",490000,"4"
"2008-08-21 00:00:00",530000,"5"
"2008-08-21 00:00:00",680000,"4"
"2008-08-22 00:00:00",495000,"4"
"2008-08-22 00:00:00",805000,"4"
"2008-08-23 00:00:00",630000,"4"
"2008-08-25 00:00:00",400000,"3"
"2008-08-27 00:00:00",345000,"3"
"2008-08-27 00:00:00",440000,"3"
"2008-08-27 00:00:00",510000,"4"
"2008-08-28 00:00:00",310000,"3"
"2008-08-29 00:00:00",370000,"4"
"2008-08-29 00:00:00",465000,"4"
"2008-08-30 00:00:00",342000,"3"
"2008-09-01 00:00:00",380000,"3"
"2008-09-02 00:00:00",345000,"3"
"2008-09-02 00:00:00",370000,"4"
"2008-09-02 00:00:00",495000,"4"
"2008-09-02 00:00:00",541000,"4"
"2008-09-02 00:00:00",1380000,"5"
"2008-09-03 00:00:00",372000,"3"
"2008-09-03 00:00:00",415000,"3"
"2008-09-04 00:00:00",335000,"3"
"2008-09-04 00:00:00",1150000,"5"
"2008-09-05 00:00:00",387000,"3"
"2008-09-05 00:00:00",395000,"3"
"2008-09-05 00:00:00",400000,"4"
"2008-09-05 00:00:00",426000,"3"
"2008-09-05 00:00:00",552000,"4"
"2008-09-08 00:00:00",349000,"3"
"2008-09-08 00:00:00",360500,"3"
"2008-09-08 00:00:00",740000,"3"
"2008-09-10 00:00:00",371600,"4"
"2008-09-10 00:00:00",367000,"2"
"2008-09-11 00:00:00",380000,"3"
"2008-09-11 00:00:00",450000,"3"
"2008-09-12 00:00:00",427000,"4"
"2008-09-12 00:00:00",270000,"1"
"2008-09-13 00:00:00",477000,"4"
"2008-09-13 00:00:00",479000,"3"
"2008-09-15 00:00:00",321000,"2"
"2008-09-15 00:00:00",405000,"3"
"2008-09-16 00:00:00",357000,"3"
"2008-09-16 00:00:00",360000,"4"
"2008-09-16 00:00:00",365000,"3"
"2008-09-16 00:00:00",585000,"4"
"2008-09-16 00:00:00",257000,"2"
"2008-09-17 00:00:00",343000,"3"
"2008-09-17 00:00:00",410000,"3"
"2008-09-17 00:00:00",420000,"4"
"2008-09-17 00:00:00",420000,"3"
"2008-09-17 00:00:00",720000,"3"
"2008-09-17 00:00:00",720000,"5"
"2008-09-18 00:00:00",320000,"3"
"2008-09-18 00:00:00",474000,"4"
"2008-09-18 00:00:00",860000,"3"
"2008-09-19 00:00:00",460000,"3"
"2008-09-19 00:00:00",592000,"2"
"2008-09-19 00:00:00",695000,"5"
"2008-09-19 00:00:00",420000,"1"
"2008-09-20 00:00:00",346000,"3"
"2008-09-22 00:00:00",349950,"3"
"2008-09-22 00:00:00",355000,"3"
"2008-09-22 00:00:00",362000,"3"
"2008-09-22 00:00:00",373000,"3"
"2008-09-22 00:00:00",399000,"4"
"2008-09-22 00:00:00",422250,"3"
"2008-09-22 00:00:00",445000,"3"
"2008-09-22 00:00:00",475000,"4"
"2008-09-22 00:00:00",485000,"5"
"2008-09-22 00:00:00",560500,"4"
"2008-09-22 00:00:00",590000,"4"
"2008-09-22 00:00:00",595000,"4"
"2008-09-22 00:00:00",650000,"3"
"2008-09-22 00:00:00",660000,"4"
"2008-09-22 00:00:00",675000,"4"
"2008-09-22 00:00:00",685000,"4"
"2008-09-22 00:00:00",690000,"4"
"2008-09-22 00:00:00",975000,"3"
"2008-09-23 00:00:00",372000,"3"
"2008-09-24 00:00:00",437000,"3"
"2008-09-25 00:00:00",411000,"3"
"2008-09-25 00:00:00",450000,"4"
"2008-09-25 00:00:00",525000,"2"
"2008-09-26 00:00:00",312000,"3"
"2008-09-26 00:00:00",510000,"4"
"2008-09-26 00:00:00",707500,"4"
"2008-09-26 00:00:00",755000,"4"
"2008-09-29 00:00:00",380000,"4"
"2008-09-29 00:00:00",389000,"3"
"2008-09-29 00:00:00",415000,"3"
"2008-09-29 00:00:00",557000,"4"
"2008-09-29 00:00:00",585000,"4"
"2008-09-29 00:00:00",595000,"2"
"2008-09-29 00:00:00",875000,"5"
"2008-09-29 00:00:00",295000,"2"
"2008-09-30 00:00:00",367500,"4"
"2008-09-30 00:00:00",372000,"3"
"2008-09-30 00:00:00",549000,"3"
"2008-09-30 00:00:00",575000,"4"
"2008-09-30 00:00:00",594000,"4"
"2008-09-30 00:00:00",662500,"2"
"2008-09-30 00:00:00",312000,"2"
"2008-10-01 00:00:00",455000,"4"
"2008-10-01 00:00:00",340000,"2"
"2008-10-02 00:00:00",390000,"3"
"2008-10-03 00:00:00",332000,"3"
"2008-10-03 00:00:00",380000,"3"
"2008-10-03 00:00:00",405000,"4"
"2008-10-03 00:00:00",460000,"4"
"2008-10-03 00:00:00",325000,"1"
"2008-10-07 00:00:00",355000,"3"
"2008-10-07 00:00:00",473000,"4"
"2008-10-07 00:00:00",560000,"4"
"2008-10-07 00:00:00",351000,"2"
"2008-10-07 00:00:00",415000,"2"
"2008-10-08 00:00:00",347000,"3"
"2008-10-08 00:00:00",359950,"3"
"2008-10-08 00:00:00",1030000,"3"
"2008-10-08 00:00:00",280500,"2"
"2008-10-09 00:00:00",338500,"3"
"2008-10-10 00:00:00",378000,"3"
"2008-10-10 00:00:00",400000,"4"
"2008-10-10 00:00:00",453000,"4"
"2008-10-10 00:00:00",476600,"4"
"2008-10-10 00:00:00",677500,"4"
"2008-10-10 00:00:00",749950,"4"
"2008-10-10 00:00:00",330000,"1"
"2008-10-10 00:00:00",358000,"2"
"2008-10-12 00:00:00",390000,"3"
"2008-10-13 00:00:00",435000,"3"
"2008-10-13 00:00:00",507500,"4"
"2008-10-14 00:00:00",350000,"3"
"2008-10-14 00:00:00",399000,"3"
"2008-10-14 00:00:00",420000,"4"
"2008-10-14 00:00:00",450000,"3"
"2008-10-14 00:00:00",525000,"2"
"2008-10-14 00:00:00",595000,"4"
"2008-10-14 00:00:00",910000,"3"
"2008-10-14 00:00:00",395000,"2"
"2008-10-15 00:00:00",395000,"3"
"2008-10-15 00:00:00",552500,"3"
"2008-10-16 00:00:00",375000,"3"
"2008-10-16 00:00:00",440000,"3"
"2008-10-17 00:00:00",352000,"3"
"2008-10-17 00:00:00",495000,"4"
"2008-10-17 00:00:00",530000,"4"
"2008-10-17 00:00:00",690000,"3"
"2008-10-18 00:00:00",342000,"2"
"2008-10-18 00:00:00",420000,"3"
"2008-10-18 00:00:00",575000,"3"
"2008-10-18 00:00:00",612000,"4"
"2008-10-20 00:00:00",349000,"3"
"2008-10-20 00:00:00",350000,"3"
"2008-10-20 00:00:00",480000,"4"
"2008-10-21 00:00:00",342000,"3"
"2008-10-21 00:00:00",372500,"4"
"2008-10-21 00:00:00",375000,"3"
"2008-10-21 00:00:00",408000,"4"
"2008-10-21 00:00:00",515000,"4"
"2008-10-21 00:00:00",90000,"0"
"2008-10-22 00:00:00",370000,"3"
"2008-10-22 00:00:00",657500,"4"
"2008-10-22 00:00:00",231000,"1"
"2008-10-22 00:00:00",373000,"2"
"2008-10-23 00:00:00",340000,"3"
"2008-10-23 00:00:00",369000,"3"
"2008-10-23 00:00:00",419950,"3"
"2008-10-23 00:00:00",455000,"3"
"2008-10-23 00:00:00",495000,"4"
"2008-10-23 00:00:00",765000,"4"
"2008-10-23 00:00:00",313000,"2"
"2008-10-24 00:00:00",361000,"3"
"2008-10-24 00:00:00",425000,"3"
"2008-10-24 00:00:00",498600,"4"
"2008-10-24 00:00:00",570000,"4"
"2008-10-24 00:00:00",140500,"1"
"2008-10-24 00:00:00",432500,"2"
"2008-10-27 00:00:00",330250,"3"
"2008-10-27 00:00:00",337000,"3"
"2008-10-27 00:00:00",360000,"3"
"2008-10-27 00:00:00",440000,"3"
"2008-10-27 00:00:00",475000,"4"
"2008-10-27 00:00:00",510000,"4"
"2008-10-27 00:00:00",1120000,"4"
"2008-10-28 00:00:00",340000,"2"
"2008-10-28 00:00:00",676000,"4"
"2008-10-29 00:00:00",420000,"4"
"2008-10-30 00:00:00",585000,"4"
"2008-10-30 00:00:00",720000,"5"
"2008-10-31 00:00:00",372000,"3"
"2008-10-31 00:00:00",395000,"3"
"2008-10-31 00:00:00",544000,"4"
"2008-10-31 00:00:00",581650,"4"
"2008-10-31 00:00:00",800000,"3"
"2008-10-31 00:00:00",220000,"2"
"2008-11-03 00:00:00",330000,"3"
"2008-11-03 00:00:00",330000,"3"
"2008-11-03 00:00:00",350000,"3"
"2008-11-03 00:00:00",360000,"3"
"2008-11-03 00:00:00",424000,"4"
"2008-11-03 00:00:00",583000,"4"
"2008-11-05 00:00:00",359950,"3"
"2008-11-05 00:00:00",425000,"3"
"2008-11-05 00:00:00",475000,"3"
"2008-11-05 00:00:00",477500,"4"
"2008-11-05 00:00:00",1425000,"3"
"2008-11-06 00:00:00",345000,"2"
"2008-11-06 00:00:00",485000,"3"
"2008-11-06 00:00:00",557500,"4"
"2008-11-07 00:00:00",360000,"3"
"2008-11-07 00:00:00",395000,"4"
"2008-11-07 00:00:00",415000,"4"
"2008-11-07 00:00:00",435000,"3"
"2008-11-07 00:00:00",522000,"4"
"2008-11-07 00:00:00",757500,"3"
"2008-11-07 00:00:00",280000,"2"
"2008-11-10 00:00:00",357000,"3"
"2008-11-10 00:00:00",542000,"5"
"2008-11-10 00:00:00",567000,"4"
"2008-11-10 00:00:00",623700,"5"
"2008-11-10 00:00:00",702500,"4"
"2008-11-10 00:00:00",240000,"2"
"2008-11-11 00:00:00",324000,"3"
"2008-11-11 00:00:00",351000,"3"
"2008-11-11 00:00:00",449000,"3"
"2008-11-11 00:00:00",515000,"4"
"2008-11-12 00:00:00",342500,"3"
"2008-11-12 00:00:00",400000,"3"
"2008-11-12 00:00:00",462000,"3"
"2008-11-13 00:00:00",375000,"3"
"2008-11-14 00:00:00",385000,"3"
"2008-11-14 00:00:00",405000,"3"
"2008-11-15 00:00:00",380000,"3"
"2008-11-15 00:00:00",418000,"3"
"2008-11-15 00:00:00",530000,"2"
"2008-11-17 00:00:00",350000,"4"
"2008-11-17 00:00:00",370000,"3"
"2008-11-17 00:00:00",379000,"3"
"2008-11-17 00:00:00",385000,"3"
"2008-11-17 00:00:00",438000,"3"
"2008-11-17 00:00:00",460000,"4"
"2008-11-17 00:00:00",635000,"4"
"2008-11-17 00:00:00",830000,"4"
"2008-11-17 00:00:00",950000,"4"
"2008-11-18 00:00:00",455000,"4"
"2008-11-18 00:00:00",540000,"4"
"2008-11-18 00:00:00",635000,"3"
"2008-11-18 00:00:00",950000,"3"
"2008-11-19 00:00:00",348000,"3"
"2008-11-19 00:00:00",460000,"4"
"2008-11-19 00:00:00",497000,"4"
"2008-11-19 00:00:00",515000,"4"
"2008-11-20 00:00:00",450000,"3"
"2008-11-20 00:00:00",475000,"4"
"2008-11-20 00:00:00",665000,"4"
"2008-11-21 00:00:00",350000,"3"
"2008-11-21 00:00:00",392500,"3"
"2008-11-21 00:00:00",450000,"4"
"2008-11-21 00:00:00",454000,"3"
"2008-11-21 00:00:00",475000,"3"
"2008-11-21 00:00:00",500000,"4"
"2008-11-21 00:00:00",730000,"3"
"2008-11-21 00:00:00",319950,"2"
"2008-11-21 00:00:00",400000,"1"
"2008-11-22 00:00:00",510000,"4"
"2008-11-22 00:00:00",640000,"3"
"2008-11-22 00:00:00",805000,"4"
"2008-11-24 00:00:00",387000,"4"
"2008-11-24 00:00:00",389950,"3"
"2008-11-24 00:00:00",393000,"4"
"2008-11-24 00:00:00",395000,"3"
"2008-11-24 00:00:00",468500,"4"
"2008-11-24 00:00:00",480000,"3"
"2008-11-24 00:00:00",485000,"4"
"2008-11-24 00:00:00",485000,"4"
"2008-11-24 00:00:00",500000,"4"
"2008-11-24 00:00:00",547500,"4"
"2008-11-24 00:00:00",565000,"5"
"2008-11-24 00:00:00",630000,"3"
"2008-11-25 00:00:00",490000,"4"
"2008-11-25 00:00:00",540000,"5"
"2008-11-25 00:00:00",630000,"2"
"2008-11-25 00:00:00",735000,"5"
"2008-11-26 00:00:00",326000,"3"
"2008-11-26 00:00:00",375000,"2"
"2008-11-26 00:00:00",453000,"4"
"2008-11-26 00:00:00",462500,"4"
"2008-11-26 00:00:00",580000,"5"
"2008-11-27 00:00:00",327500,"3"
"2008-11-27 00:00:00",390000,"3"
"2008-11-27 00:00:00",347000,"1"
"2008-11-28 00:00:00",322500,"3"
"2008-11-28 00:00:00",335000,"3"
"2008-11-28 00:00:00",337500,"3"
"2008-11-28 00:00:00",345000,"3"
"2008-11-28 00:00:00",345000,"3"
"2008-11-28 00:00:00",351000,"3"
"2008-11-28 00:00:00",470000,"3"
"2008-11-28 00:00:00",540000,"3"
"2008-11-28 00:00:00",544000,"4"
"2008-11-28 00:00:00",1095000,"4"
"2008-11-28 00:00:00",1250000,"3"
"2008-11-29 00:00:00",375000,"3"
"2008-11-29 00:00:00",395000,"3"
"2008-12-01 00:00:00",327500,"3"
"2008-12-01 00:00:00",400000,"3"
"2008-12-01 00:00:00",450000,"3"
"2008-12-01 00:00:00",507500,"3"
"2008-12-01 00:00:00",940000,"4"
"2008-12-01 00:00:00",1050000,"4"
"2008-12-01 00:00:00",280000,"2"
"2008-12-02 00:00:00",320000,"3"
"2008-12-02 00:00:00",349750,"3"
"2008-12-02 00:00:00",360000,"4"
"2008-12-02 00:00:00",410000,"4"
"2008-12-02 00:00:00",422500,"4"
"2008-12-02 00:00:00",464000,"4"
"2008-12-02 00:00:00",529000,"3"
"2008-12-02 00:00:00",557500,"3"
"2008-12-03 00:00:00",301000,"3"
"2008-12-03 00:00:00",320000,"3"
"2008-12-03 00:00:00",371000,"4"
"2008-12-03 00:00:00",374950,"3"
"2008-12-03 00:00:00",385150,"3"
"2008-12-03 00:00:00",399950,"4"
"2008-12-03 00:00:00",490000,"5"
"2008-12-03 00:00:00",512500,"3"
"2008-12-03 00:00:00",575000,"4"
"2008-12-04 00:00:00",340000,"3"
"2008-12-04 00:00:00",360000,"3"
"2008-12-04 00:00:00",420000,"3"
